Course Code,Prerequisites
MUIN 631,MUIN 630
MUIN 632,MUIN 631
MUIN 633,MUIN 632
MUIN 634,
MUIN 635,
MUIN 637,
MUIN 638,MUIN 637
MUIN 700,
MUIN 701,
MUIN 702,
MUIN 703,
MUIN 715,
MUIN 716,
MUIN 720,
MUIN 721,
MUIN 722,
MUIN 723,
MUIN 724,
MUIN 725,
MUIN 726,
MUIN 730,
MUIN 731,
MUIN 732,
MUIN 733,
MUIN 734,
MUIT 202,
MUIT 203,
MUIT 204,
MUIT 315,"MUGT 215, MUIT 201, MUIT 203, MUIT 204, MUIT 250"
MUJZ 160,
MUJZ 161,MUJZ 160
MUJZ 170,
MUJZ 171,MUJZ 170
MUJZ 172,
MUJZ 187,
MUJZ 213,"MUSP 124, MUSP 141, MUJZ 161"
MUJZ 214,MUJZ 213
MUJZ 223,MUJZ 161
MUJZ 224,MUJZ 223
MUJZ 225,
MUJZ 226,MUJZ 225
MUJZ 260,MUJZ 161
MUJZ 261,MUJZ 260
MUJZ 262,
MUJZ 323,"MUJZ 214, MUSP 241"
MUJZ 325,MUJZ 226
MUJZ 326,MUJZ 325
MUJZ 340,MUJZ 261
MUJZ 341,MUJZ 340
MUJZ 423,MUJZ 224
MUJZ 424,MUJZ 423
MUJZ 440,MUJZ 341
MUJZ 441,MUJZ 440
MUJZ 461D1,MUJZ 341
MUJZ 461D2,MUJZ 461D1
MUJZ 493,"MUJZ 187, MUJZ 224"
MUJZ 601,
MUJZ 640,
MUJZ 641,
MUMT 202,
MUMT 203,
MUMT 250,
MUMT 302,MUMT 202
MUMT 306,
MUMT 307,MUMT 306
MUMT 501,"MUMT 307, MATH 133"
MUMT 605,
MUMT 617,
MUMT 618,
MUMT 619,
MUMT 620,
MUMT 621,
MUMT 622,
MUPD 135,
MUPD 200,
MUPD 204,
MUPD 235,MUPD 135
MUPD 350,MGPO 362
MUPD 560,MUHL 286
MUPD 650,
MUPG 209,
MUPG 210,
MUPG 211,
MUPG 212,
MUPG 213,
MUPG 272D1,MUTH 150
MUPG 272D2,MUPG 272D1
MUPG 296,
MUPG 297,
MUPG 300,
MUPG 315D1,"MUTH 250, MUSP 240, MUCO 260, MUGT 215"
MUPG 315D2,MUPG 315D1
MUPG 316D1,
MUPG 316D2,MUPG  316D1
MUPG 328,MUIN 282
MUPG 331,MUIN 382
MUPG 336,MUIN 382
MUPG 353,
MUPG 357,
MUPG 372D1,MUPG 272
MUPG 372D2,MUPG 372D1
MUPG 410,
MUPG 411,
MUPG 412,
MUPG 413,
MUPG 414,
MUPG 415,
MUPG 541,"MUIN 382, MUIN 352"
MUPG 542,MUPG 541
MUPG 563,
MUPG 564,
MUPG 565,
MUPG 571,
MUPG 572D1,"MUPG 571, MUJZ 224"
MUPG 572D2,"MUPG 571, MUJZ 224, MUPG 572D1, MUPG 572D1"
MUPG 580,
MUPG 590,
MUPG 600,
MUPG 600D1,
MUPG 600D2,MUPG 600D1
MUPG 601,
MUPG 601D1,
MUPG 601D2,MUPG 601D1
MUPG 602,
MUPG 603,
MUPG 604,
MUPG 606,
MUPG 607,
MUPG 608,
MUPG 609,
MUPG 610,
MUPG 610D1,
MUPG 610D2,MUPG 610D1
MUPG 614,
MUPG 640,
MUPG 641,
MUPG 642,
MUPG 642D1,
MUPG 642D2,MUPG 642D1
MUPG 643,
MUPG 644,
MUPG 651,
MUPG 651D1,
MUPG 651D2,MUPG 651D1
MUPG 652,
MUPG 653,
MUPG 653D1,
MUPG 653D2,MUPG 653D1
MUPG 659,
MUPG 659D1,
MUPG 659D2,MUPG 659D1
MUPG 670,
MUPG 671,MUPG 670
MUPG 675,
MUPG 675D1,
MUPG 675D2,MUPG 675D1
MUPG 677,
MUPG 678,
MUPG 683,
MUPG 684,
MUPG 688,MUEN 556
MUPG 689,MUEN 556
MUPG 691,
MUPG 695,
MUPG 742,
MUPG 742D1,
MUPG 742D2,MUPG 742D1
MUPG 750,
MUPG 751,
MUPG 752,
MUPG 752D1,
MUPG 752D2,
MUPG 754,
MUPG 760,
MUPG 767,
MUPG 770,
MUPG 771,
MUPP 690,
MUPP 691,
MUPP 692,
MUPP 693,
MUPP 694,
MUPP 695,
MUSP 123,
MUSP 124,MUSP 123
MUSP 140,
MUSP 141,MUSP 140
MUSP 170,
MUSP 171,MUSP 170
MUSP 240,MUSP 141
MUSP 241,MUSP 240
MUSP 346,MUSP 241
MUSP 354,MUSP 241
MUSP 355,MUSP 241
MUSP 363,
MUSR 200,
MUSR 232,MATH 112
MUSR 300D1,
MUSR 300D2,MUSR 300D1
MUSR 339,"MUSR 232, MUMT 232"
MUSR 629D1,
MUSR 629D2,MUSR 629D1
MUSR 631D1,MUMT 629
MUSR 631D2,MUSR 631D1
MUSR 667,
MUSR 668,
MUSR 670D1,MUMT 300
MUSR 670D2,MUSR 670D1
MUSR 671D1,"MUSR 670D1, D2, MUMT 670D1, D2"
MUSR 671D2,MUSR 671D1
MUSR 672D1,
MUSR 672D2,MUSR 672D1
MUSR 677D1,
MUSR 677D2,MUSR 677D1
MUSR 678,"MUSR 668, MUMT 668"
MUSR 691,
MUSR 692,
MUSR 695,"MUSR 670D1, MUSR 670D2, MUSR 672D1, MUSR 672D2"
MUTH 150,
MUTH 151,
MUTH 202,"MUTH 211, MUCO 240D1, D2, MUSP 231, MUSP 171, MUSP 140, MUSP 170, MUTH 150"
MUTH 204,"MUSP 141, MUSP 171, MUTH 151, MUTH 211, MUCO 240D1, D2, MUSP 231, MUSP 171"
MUTH 250,MUTH 151
MUTH 251,MUTH 250
MUTH 304,"MUTH 204, MUTH 303"
MUTH 321,MUTH 251
MUTH 322,MUTH 350
MUTH 350,MUTH 251
MUTH 426,"MUTH 250, MUTH 211, MUHL 184"
MUTH 526,MUTH 251
MUTH 539,MUTH 350
MUTH 541,"MUTH 250, MUTH 251, MUSP 171, MUSP 241"
MUTH 652,
MUTH 653,
MUTH 654,
MUTH 655,
MUTH 656,
MUTH 658,
MUTH 711,
NEUR 301,
NEUR 310,"BIOL 201, PHGY 209, PHGY 210, ANAT 321, ANAT 322, BIOL 306, PHGY 311"
NEUR 507,
NEUR 602,
NEUR 605,
NEUR 610,
NEUR 630,"BIOL 200, BIOL 201"
NEUR 696,
NEUR 697,
NEUR 698,
NEUR 699,
NRSC 333,
NRSC 612,
NRSC 643,
NRSC 644,NRSC 643
NRSC 651,NRSC 644
NRSC 670,
NRSC 671,NRSC 670
NRSC 680,
NRSC 684,
NRSC 685,
NRSC 691,
NRSC 692,
NRSC 693,
NRSC 694,
NRSC 701,
NRSC 751,
NRSC 752,NRSC 751
NRSC 753,NRSC 752
NRSC 754,NRSC 753
NSCI 200,"BIOL 112, CHEM 110, CHEM 120, PHYS 101, PHYS 131, PHYS 102, PHYS 142, BIOL 200, CHEM 212"
NSCI 201,"NSCI 200, PSYC 211"
NSCI 300,"NSCI 200, NSCI 201"
NSCI 396,
NSCI 400D1,NSCI 200
NSCI 400D2,NSCI 400D1
NSCI 400N1,NSCI 200
NSCI 410,"NSCI 200, NSCI 201"
NSCI 410D1,"NSCI 200, NSCI 201"
NSCI 410D2,NSCI 410D1
NSCI 420,"NSCI 200, NSCI 201"
NSCI 420D1,"NSCI 200, NSCI 201"
NSCI 420D2,NSCI 420D1
NSCI 430D1,"NSCI 200, NSCI 201, NSCI 300"
NSCI 430D2,"NSCI 200, NSCI 201, NSCI 300, NSCI 430D1"
NUR1 209,"BIOL 112, CHEM 110, CHEM 120, CHEM 212, PHYS 101, PHYS 102"
NUR1 210,NUR1 209
NUR1 222,
NUR1 224,"NUR1 209, NUR1 222"
NUR1 225,NUR1 224
NUR1 230,
NUR1 231,"NUR1 230, NUR1 210, NUR1 311"
NUR1 233,"NUR1 230, NUR1 234, NUR1 235"
NUR1 234,
NUR1 235,
NUR1 236,NUR1 235
NUR1 300,"NUR1 209, NUR1 210"
NUR1 301,NUR1 300
NUR1 311,NUR1 209
NUR1 312,
NUR1 318,
NUR1 320,NUR1 209
NUR1 323,"NUR1 209, NUR1 210"
NUR1 324,NUR1 323
NUR1 325,NUR1 225
NUR1 326,NUR1 325
NUR1 327,NUR1 318
NUR1 329,"NUR1 209, NUR1 210, NUR1 331, NUR1 434, NUR1 435"
NUR1 332,NUR1 331
NUR1 333,NUR1 332
NUR1 336,NUR1 335
NUR1 338,
NUR1 339,NUR1 338
NUR1 423,NUR1 424
NUR1 424,"NUR1 326, NUR1 327"
NUR1 431,"NUR1 325, NUR1 332, NUR1 334"
NUR1 432,"NUR1 332, NUR1 336, NUR1 327, NUR1 434, NUR1 435"
NUR1 434,"NUR1 320, NUR1 327, NUR1 339"
NUR1 529,"NUR1 424, NUR1 431, NUR1 432"
NUR1 530,"NUR1 431, NUR1 432"
NUR1 531,NUR1 432
NUR2 500,
NUR2 501,
NUR2 510,
NUR2 511,
NUR2 513,
NUR2 514,NUR2 513
NUR2 515,PSYC 204
NUR2 516,
NUR2 517,
NUR2 518,
NUR2 533,
NUR2 534,
NUR2 535,
NUR2 600,NUR2 612
NUR2 601,NUR2 600
NUR2 602,NUR2 601
NUR2 603,
NUR2 605,NUR2 612
NUR2 606,NUR2 612
NUR2 607,
NUR2 608,
NUR2 609,
NUR2 610,
NUR2 611,
NUR2 612,
NUR2 613,
NUR2 614,NUR2 613
NUR2 617,
NUR2 622,NUR2 603
NUR2 623,PATH 300
NUR2 626,
NUR2 629,
NUR2 630,NUR2 612
NUR2 631,NUR2 630
NUR2 632,NUR2 631
NUR2 634,NUR2 623
NUR2 636,"NUR2 609, NUR2 610, NUR2 617, NUR2 618"
NUR2 637,"NUR2 609, NUR2 610, NUR2 616"
NUR2 638,"NUR2 616, NUR2 636"
NUR2 640,"PHGY 209, PHGY 210, PATH 300, PHAR 300"
NUR2 641,"NUR2 639, NUR2 667"
NUR2 642,
NUR2 644,
NUR2 645,
NUR2 647,
NUR2 648,"NUR2 677, NUR2 678"
NUR2 650,
NUR2 652,NUR2 651
NUR2 654,NUR2 653
NUR2 656,"NUR2 647, NUR2 693, NUR2 694"
NUR2 658,NUR2 657
NUR2 659,"NUR2 639, NUR2 667"
NUR2 660,
NUR2 668,"NUR2 639, NUR2 667"
NUR2 669,"NUR2 641, NUR2 659, NUR2 668"
NUR2 677,
NUR2 678,
NUR2 680,
NUR2 687,"NUR2 677, NUR2 678"
NUR2 688,NUR2 687
NUR2 689,NUR2 657
NUR2 689D2,NUR1 689D1
NUR2 690,
NUR2 691,NUR2 690
NUR2 692,NUR2 690
NUR2 693,"NUR2 691, NUR2 692"
NUR2 697,
NUR2 701,
NUR2 702,
NUR2 703,
NUR2 706,
NUR2 730,NUR2 620
NUR2 783,
NUR3 624,
NUR3 628,"NUR2 605, NUR2 606, NUR2 640"
NUTR 207,"AEBI 122, BIOL 112"
NUTR 208,
NUTR 214,FDSC 230
NUTR 217,"NUTR 214, NUTR 207"
NUTR 307,ANSC 234
NUTR 310,NUTR 209
NUTR 322,
NUTR 337,"ANSC 234, BIOC 311, NUTR 307"
NUTR 341,
NUTR 342,
NUTR 343,
NUTR 344,"ANSC 323, NUTR 307, ANSC 234, BIOC 311"
NUTR 345,NUTR 209
NUTR 346,NUTR 345
NUTR 401,NUTR 344
NUTR 408,NUTR 311
NUTR 409,"NUTR 311, NUTR 342, NUTR 446, NUTR 450, NUTR 505, NUTR 545, NUTR 546"
NUTR 430,
NUTR 431,
NUTR 431D1,
NUTR 431D2,NUTR 431D1
NUTR 432,
NUTR 433,NUTR 409
NUTR 438,"NUTR 344, NUTR 311"
NUTR 450,"AEMA 310, BIOL 373, NUTR 307"
NUTR 480,
NUTR 491,
NUTR 492,NUTR 491
NUTR 493,NUTR 492
NUTR 494,NUTR 493
NUTR 497,
NUTR 500,
NUTR 501,
NUTR 502,
NUTR 503,"ANSC 234, BIOC 311, EDKP 395, PHGY 210, ANSC 323, EDKP 292, NUTR 207, NUTR 307"
NUTR 505,NUTR 337
NUTR 507,"NUTR 307, NUTR 337, ANSC 234"
NUTR 508,NUTR 409
NUTR 509,NUTR 409
NUTR 511,"NUTR 337, NUTR 344"
NUTR 512,"FDSC 211, LSCI 211, BIOL 201, BIOC 212"
NUTR 515,
NUTR 537,"NUTR 307, NUTR 337, ANSC 234, ANSC 424"
NUTR 545,"NUTR 337, NUTR 344, ANSC 424"
NUTR 546,"NUTR 337, NUTR 344, ANSC 424"
NUTR 551,"NUTR 337, AEMA 310"
NUTR 603,
NUTR 606,
NUTR 607,"NUTR 545, NUTR 546"
NUTR 608,
NUTR 609,
NUTR 612,"NUTR 513, NUTR 603, NUTR 515, NUTR 611"
NUTR 613,"NUTR 513, NUTR 603, NUTR 515, NUTR 611"
NUTR 614,"NUTR 513, NUTR 603, NUTR 515, NUTR 611"
NUTR 615,"NUTR 513, NUTR 603, NUTR 515, NUTR 611"
NUTR 618,
NUTR 625,"NUTR 695, NUTR 696"
NUTR 629,NUTR628
NUTR 641,
NUTR 651,"NUTR 606, NUTR 695"
NUTR 652,NUTR 651
NUTR 653,NUTR 652
NUTR 654,NUTR 653
NUTR 655,NUTR 654
NUTR 656,NUTR 651
NUTR 657,NUTR 656
NUTR 658,NUTR 657
NUTR 659,NUTR 658
NUTR 660,"NUTR 629, NUTR 654, NUTR 658"
NUTR 680,
NUTR 681,
NUTR 682,
NUTR 682D2,NUTR 682D1
NUTR 683,
NUTR 683D2,NUTR 683D1
NUTR 695,
NUTR 696,
NUTR 697,
NUTR 701,
NUTR 796,
OBGY 401,
OCC1 245,
OCC1 443,"OCC1 245, POTH 250"
OCC1 450,"OCC1 245, POTH 250"
OCC1 500D1,
OCC1 500D2,OCC1 500D1
OCC1 503,OCC1 502
OCC1 545,
OCC1 547,
OCC1 548,
OCC1 549,OCC1 545
OCC1 550,
OCC1 551,
OCC1 600J2,OCC1 600J1
OCC1 600J3,"OCC1 600J1, OCC1 600J2"
OCC1 602,OCC1 503
OCC1 617,OCC1 547
OCC1 618,OCC1 551
OCC1 620,
OCC1 622,OCC1 618
OCC1 623,
OCC1 626,"OCC1 551, OCC1 618"
OCCH 602,
OCCH 604,
OCCH 605,
OCCH 608,
OCCH 612,
OCCH 615,
OCCH 616,
OCCH 699,
OCCH 699D1,
OCCH 699D2,OCCH 699D1
ONCO 610D1,
ONCO 610D2,ONCO 610D1
ONCO 611,
ONCO 615,
ONCO 620,
ONCO 630,
ONCO 635,
OPTH 300,
ORGB 321,MGCR 222
ORGB 325,MGCR 222
ORGB 330,"MGCR 271, MGCR 222"
ORGB 380,
ORGB 401,
ORGB 409,MGCR 222
ORGB 421,MGCR 222
ORGB 423,MGCR 222
ORGB 440,MGCR 222
ORGB 633,
ORGB 672,"INSY 660, INSY 662, MGSC 660, MGSC 661"
ORGB 680,
ORGB 705,
OTOL 602,
OTOL 603,
OTOL 612,
OTOL 613,
OTOL 690,
OTOL 691,
OTOL 692,
OTOL 693,
OTOL 694,
PAED 301,
PAED 401,
PARA 410,"LSCI 230, AEBI 211, ENVR 202, ENVB 305"
PARA 424,"AEBI 211, LSCI 230"
PARA 438,"AEBI 202, LSCI 202"
PARA 515,
PARA 606,
PARA 607,
PARA 635,
PARA 655,
PARA 665,
PARA 687,
PARA 688,
PARA 689,
PARA 701,
PARA 710,
PARA 711,
PATH 300,"BIOL 200, BIOL 201, BIOC 212, PHGY 209, PHGY 210"
PATH 504,
PATH 607,
PATH 613,
PATH 614,
PATH 620,
PATH 622,
PATH 652,
PATH 653,
PATH 690,
PATH 691,
PATH 692,
PHAR 200,
PHAR 201,PHAR 200
PHAR 300,"BIOL 200, PHGY 209, PHGY 210, BIOL 201, BIOC 212"
PHAR 301,PHAR 300
PHAR 303,"BIOL 200, BIOL 201, BIOC 212, PHGY 209, PHGY 210"
PHAR 396,
PHAR 503,"PHAR 301, PHAR 303"
PHAR 504,"PHAR 301, PHAR 303"
PHAR 505,"PHAR 301, BIOC 311"
PHAR 508,"PHAR 301, PHAR 503, PHAR 505"
PHAR 522D1,FMED 525
PHAR 522D2,FMED 525
PHAR 524,FMED 525
PHAR 540,"CHEM 222, BIOL 200, CHEM 332"
PHAR 562,PHAR 301
PHAR 563,PHAR 301
PHAR 565,PHAR 301
PHAR 590,PHAR 390
PHAR 598,
PHAR 598D1,
PHAR 598D2,PHAR 598D1
PHAR 599,
PHAR 599D1,
PHAR 599D2,PHAR 599D1
PHAR 601,
PHAR 601N1,
PHAR 601N2,PHAR 601N1
PHAR 602,
PHAR 609,PHAR 598
PHAR 610,PHAR 598
PHAR 670,
PHAR 671,
PHAR 696,
PHAR 697,
PHAR 698,
PHAR 699,
PHAR 701,
PHAR 702,
PHAR 712,
PHGY 209,"BIOL 112, CHEM 110, CHEM 120, PHYS 101, PHYS 131, PHYS 102, PHYS 142, BIOL 200, CHEM 212"
PHGY 210,"BIOL 112, CHEM 110, CHEM 120, PHYS 101, PHYS 131, PHYS 102, PHYS 142, BIOL 200, BIOL 201, BIOC 212, CHEM 212"
PHGY 212,
PHGY 213,PHGY 212
PHGY 311,PHGY 209
PHGY 312,"PHGY 209, PHGY 210, PHGY 311"
PHGY 313,"PHGY 209, PHGY 210, PHGY 311"
PHGY 314,PHGY 209
PHGY 351,"PHGY 209, PHGY 210, PHGY 311"
PHGY 359D1,"PHGY 209, PHGY 210"
PHGY 359D2,PHGY 359D1
PHGY 396,
PHGY 419D1,
PHGY 419D2,PHGY 419D1
PHGY 425,"PHGY 311, PHGY 314, BIOL 200"
PHGY 451,PHGY 311
PHGY 459D1,
PHGY 459D2,PHGY 459D1
PHGY 461D1,
PHGY 461D2,PHGY 461D1
PHGY 488,PHGY 313
PHGY 502,"PHGY 311, PHGY 312, PHGY 313"
PHGY 508,PHGY 312
PHGY 513,"MIMM 314, PHGY 313"
PHGY 515,"PHGY 313, PHGY 314"
PHGY 516,
PHGY 518,
PHGY 520,PHGY 311
PHGY 524,"PHGY 209, PHGY 210, NSCI 200, NSCI 201, PHGY 311, PHGY 314, PSYC 318, BIOC 311"
PHGY 525,"NSCI 200, PHGY 314"
PHGY 531,
PHGY 550,"PHGY 311, BIOL 202"
PHGY 552,PHGY 311
PHGY 556,
PHGY 560,BIOL 301
PHGY 601,
PHGY 602,
PHGY 604,
PHGY 607,
PHGY 608,
PHGY 620,
PHGY 621,
PHGY 622,
PHGY 623,
PHGY 701,
PHGY 703,
PHGY 704,
PHGY 720,
PHGY 721,
PHGY 722,
PHGY 723,
PHGY 724,
PHGY 725,
PHIL 197,
PHIL 199,
PHIL 200,
PHIL 201,
PHIL 202,
PHIL 210,
PHIL 221,
PHIL 230,
PHIL 237,
PHIL 240,
PHIL 242,
PHIL 301,PHIL 210
PHIL 306,
PHIL 310,PHIL 210
PHIL 311,PHIL 210
PHIL 327,
PHIL 334,"PHIL 230, PHIL 237, PHIL 242, PHIL 343"
PHIL 336,
PHIL 343,
PHIL 344,
PHIL 345,
PHIL 348,
PHIL 349,
PHIL 353,
PHIL 354,
PHIL 355,
PHIL 356,
PHIL 360,
PHIL 361,
PHIL 366,"PHIL 360, PHIL 361"
PHIL 375,
PHIL 397,
PHIL 398,
PHIL 411,PHIL 210
PHIL 415,PHIL 210
PHIL 419,PHIL 210
PHIL 427,
PHIL 434,PHIL 334
PHIL 436,PHIL 336
PHIL 441,PHIL 341
PHIL 442,PHIL 242
PHIL 444,
PHIL 446,
PHIL 453,
PHIL 454,
PHIL 474,
PHIL 475,
PHIL 480,
PHIL 481,
PHIL 497,
PHIL 498,
PHIL 499,
PHIL 499D1,
PHIL 499D2,PHIL 499D1
PHIL 499N1,
PHIL 499N2,PHIL 499N1
PHIL 598,
PHIL 607,
PHIL 611,
PHIL 619,
PHIL 621,
PHIL 627,
PHIL 636,
PHIL 642,
PHIL 644,
PHIL 650,
PHIL 675,
PHIL 682,
PHIL 703,PHIL 702
PHIL 705,
PHIL 706,
PHIL 711,
PHIL 720,
PHIL 721,
PHIL 731,
PHIL 741,
PHIL 760,
PHIL 761,
PHIL 770,
PHIL 771,
PHIL 780,
PHIL 781,
PHTH 245,
PHTH 301,"PHTH 245, ANAT 315, PHGY 209, ANAT 316, PHGY 210, POTH 225, POTH 250"
PHTH 301D2,"PHTH 301D1, PHTH 245, ANAT 315, PHGY 209, ANAT 316, PHGY 210, POTH 225, POTH 250"
PHTH 440,
PHTH 450,"PHTH 245, POTH 250"
PHTH 460,
PHTH 482,
PHTH 550,"ANAT 315, EDKP 206, EDKP 395"
PHTH 551,"ANAT 321, POTH 455, OCC1 335, PHTH 338"
PHTH 554,"ANAT 316, PHTH 225, PHTH 440, PHGY 209"
PHTH 560,PHTH 550
PHTH 561,PHTH 551
PHTH 564,PHTH 554
PHTH 572,PHTH 571
PHTH 573,"PHTH 571, PHTH 572"
PHTH 606,
PHTH 620,"PHTH 571, PHTH 572, PHTH 573"
PHTH 622,"PHTH 552, PHTH 554, PHTH 564, PHTH 561"
PHTH 623,"PHTH 550, PHTH 560"
PHTH 645,PHTH 623
PHTH 652,"PHTH 440, PHTH 552, PHTH 554, PHTH 564"
PHTH 661,PHTH 623
PHTH 662,"PHTH 551, PHTH 552, PHTH 554, PHTH 564, PHTH 623"
PHYS 101,
PHYS 102,PHYS 101
PHYS 107,PHYS 101
PHYS 108,PHYS 102
PHYS 117,PHYS 131
PHYS 131,
PHYS 142,PHYS 131
PHYS 180,
PHYS 181,
PHYS 182,
PHYS 183,
PHYS 224,
PHYS 228,"PHYS 102, PHYS 142"
PHYS 230,PHYS 131
PHYS 232,"PHYS 142, CHEM 120, PHYS 230"
PHYS 241,PHYS 142
PHYS 242,MATH 222
PHYS 251,PHYS 131
PHYS 253,"PHYS 131, CHEM 120"
PHYS 257,
PHYS 258,PHYS 257
PHYS 260,PHYS 142
PHYS 319,"BIOL 200, BIOL 219, MATH 222, PHYS 230, PHYS 232, PHYS 253"
PHYS 320,"MATH 222, PHYS 230, PHYS 260"
PHYS 321,"COMP 208, PHYS 257"
PHYS 328,PHYS 241
PHYS 331,PHYS 230
PHYS 333,PHYS 232
PHYS 339,PHYS 241
PHYS 340,"PHYS 142, MATH 222"
PHYS 342,"PHYS 340, PHYS 242, MATH 314, MATH 315"
PHYS 346,"PHYS 230, PHYS 232, PHYS 251"
PHYS 350,"MATH 248, MATH 325"
PHYS 351,PHYS 251
PHYS 352,PHYS 350
PHYS 357,"MATH 223, PHYS 230, PHYS 251, CIVE 281"
PHYS 359,PHYS 258
PHYS 362,"MATH 248, PHYS 253"
PHYS 396,
PHYS 404,"PHYS 230, PHYS 251, PHYS 232, PHYS 253, MATH 315, MATH 325, MATH 222"
PHYS 432,"PHYS 230, MATH 223, MATH 314, MATH 315"
PHYS 434,
PHYS 447,"PHYS 346, PHYS 446"
PHYS 449,
PHYS 457,PHYS 357
PHYS 459D1,
PHYS 459D2,PHYS 459D1
PHYS 469,PHYS 258
PHYS 479,
PHYS 489,
PHYS 512,
PHYS 514,
PHYS 519,"PHYS 329, PHYS 333, PHYS 362, MATH 437, PHYS 340, PHYS 350"
PHYS 521,
PHYS 534,
PHYS 551,
PHYS 557,
PHYS 558,
PHYS 559,
PHYS 562,
PHYS 567,
PHYS 606,
PHYS 610,
PHYS 620,
PHYS 641,
PHYS 645,
PHYS 660,
PHYS 673,PHYS 610
PHYS 690,
PHYS 690D1,
PHYS 690D2,PHYS 690D1
PHYS 691,
PHYS 692,
PHYS 692D1,
PHYS 692D2,PHYS 692D1
PHYS 693,
PHYS 700,
PHYS 743,PHYS 514
PLNT 300,AEBI 210
PLNT 302,"PLNT 201, AEBI 210, AEBI 211, WILD 200"
PLNT 305,
PLNT 307,AEBI 210
PLNT 310,
PLNT 312,"AEBI 210, ENVR 202, BIOL 205"
PLNT 316,"AEBI 210, LSCI 211"
PLNT 353,"AEBI 210, LSCI 204, LSCI 211"
PLNT 358,"AEBI 210, ENVR 202"
PLNT 426,"LSCI 204, PLNT 353"
PLNT 430,"AGRI 215, PLNT 300, PLNT 302, PLNT 307, PLNT 322"
PLNT 434,AEBI 210
PLNT 435,"AEBI 210, LSCI 204"
PLNT 602,
PLNT 635,"AEMA 310, LSCI 204"
PLNT 664,
PLNT 665,
PLNT 666,
PLNT 690,
PLNT 691,
PLNT 701,
POLI 210,
POLI 212,
POLI 221,
POLI 222,
POLI 226,
POLI 227,
POLI 231,
POLI 243,
POLI 244,
POLI 311,POLI 210
POLI 312,POLI 311
POLI 313,
POLI 319,
POLI 320,
POLI 321,
POLI 324,
POLI 325,"POLI 200, POLI 212"
POLI 329,"POLI 211, POLI 212"
POLI 331,POLI 329
POLI 333,"POLI 231, POLI 232, PHIL 240"
POLI 334,"POLI 333, POLI 333"
POLI 340,
POLI 341,
POLI 342,
POLI 345,
POLI 346,POLI 244
POLI 347,POLI 244
POLI 348,
POLI 349,POLI 243
POLI 350,
POLI 351,"POLI 243, POLI 244"
POLI 352,
POLI 354,
POLI 355,
POLI 358,
POLI 362,"POLI 243, POLI 244"
POLI 363,
POLI 364,
POLI 368,POLI 231
POLI 369,"POLI 211, POLI 212, POLI 227"
POLI 380,"POLI 211, POLI 212, POLI 227"
POLI 381,"POLI 211, POLI 212, POLI 227"
POLI 410,
POLI 420,"GEOG 316, GEOG 325, GEOG 331"
POLI 422,
POLI 423,
POLI 424,"POLI 211, POLI 212"
POLI 426,
POLI 432,
POLI 433,
POLI 434,
POLI 436,
POLI 441,POLI 243
POLI 444,
POLI 445,POLI 243
POLI 446,
POLI 452,
POLI 473,
POLI 476,
POLI 490,
POLI 499,
POLI 521,
POLI 522,
POLI 524,
POLI 561,
POLI 575,
POLI 599,
POLI 612,
POLI 614,
POLI 615,
POLI 617,
POLI 618,POLI 612
POLI 621,
POLI 626,
POLI 628,
POLI 639,
POLI 643,
POLI 646,
POLI 650,
POLI 660,
POLI 666,"POLI 612, POLI 618"
POLI 670,
POLI 671,
POLI 672,
POLI 676,
POLI 680,
POLI 690,
POLI 691,
POLI 693,
POLI 694,
POLI 695,
POLI 696,
POLI 697,
POLI 698,
POLI 699,
POLI 700,
POLI 701,
POLI 702,
POLI 799,
POTH 204,
POTH 225,"PHGY 209, ANAT 315"
POTH 250,
POTH 305,POTH 204
POTH 401,
POTH 434,
POTH 455,
POTH 563,
POTH 602,
POTH 603,
POTH 609,
POTH 610,
POTH 612,POTH 401
POTH 614,
POTH 617,
POTH 618,
POTH 620,POTH 222
POTH 624,
POTH 627,"OCC1 547, OCC1 617"
POTH 628,
POTH 630,"EPIB 607, PSYC 305"
POTH 631,
POTH 634,
POTH 635,"OCC1 545, OCC1 549"
POTH 636,"PHTH 560, PHTH 561, PHTH 552, PHTH 554, PHTH 564"
POTH 637,PHTH 570
POTH 638,
POTH 639,
POTH 640,
POTH 661,
POTH 662,
POTH 663,
POTH 664,
POTH 665,"POTH 663, POTH 664"
POTH 666,POTH 663
POTH 673,
POTH 674,POTH 673
POTH 676,POTH 675
POTH 677,POTH 675
POTH 680,
POTH 682,
POTH 684,
POTH 685,POTH 455
POTH 686,
POTH 696,
POTH 697,
POTH 698,
POTH 699,
POTH 701,
PPHS 501,
PPHS 511,
PPHS 525,
PPHS 528,
PPHS 529,
PPHS 602,
PPHS 612,"EPIB 601, EPIB 602, PPHS 602, EPIB 607"
PPHS 613,
PPHS 614,PPHS 612
PPHS 615,EPIB 601
PPHS 617,"EPIB 603, EPIB 621"
PPHS 618,
PPHS 624,
PPHS 681,
PPHS 683,
PPHS 684,
PPOL 600,
PPOL 620D1,
PRAC 200,"PRAC 147D1, D2"
PRAC 510,
PRAC 510D1,
PRAC 510D2,PRAC 510D1
PRAC 511,
PROC 124,
PROC 200,
PROC 459,
PROC 549,
PRV2 270,
PRV3 200,
PRV3 534,
PRV4 548,
PRV4 549,
PSYC 100,
PSYC 204,
PSYC 211,"BIOL 111, PSYC 100"
PSYC 212,
